8, 24
24, 8
9, 25
25, 9
9, 21
21, 9
9, 23
23, 9
10, 58
58, 10
13, 62
62, 13
16, 52
52, 16
16, 23
23, 16
21, 66
66, 21
23, 68
68, 23
24, 40
40, 24
25, 32
32, 25
26, 32
32, 26
34, 52
52, 34
73, 171
171, 73
74, 104
104, 74
75, 121
121, 75
75, 87
87, 75
78, 120
120, 78
81, 182
182, 81
93, 102
102, 93
93, 182
182, 93
103, 123
123, 103
104, 152
152, 104
112, 163
163, 112
116, 120
120, 116
116, 171
171, 116
118, 156
156, 118
119, 123
123, 119
120, 171
171, 120
120, 156
156, 120
120, 162
162, 120
120, 130
130, 120
120, 166
166, 120
123, 171
171, 123
123, 205
205, 123
123, 191
191, 123
124, 203
203, 124
124, 142
142, 124
124, 159
159, 124
125, 156
156, 125
132, 191
191, 132
149, 156
156, 149
155, 199
199, 155
156, 170
170, 156
156, 208
208, 156
156, 163
163, 156
163, 188
188, 163
182, 186
186, 182
209, 290
290, 209
209, 308
308, 209
209, 262
262, 209
209, 217
217, 209
209, 300
300, 209
209, 222
222, 209
209, 288
288, 209
210, 290
290, 210
210, 283
283, 210
211, 290
290, 211
213, 279
279, 213
216, 290
290, 216
217, 290
290, 217
217, 263
263, 217
217, 242
242, 217
217, 330
330, 217
217, 288
288, 217
218, 279
279, 218
219, 249
249, 219
219, 256
256, 219
219, 290
290, 219
219, 262
262, 219
219, 234
234, 219
219, 288
288, 219
225, 279
279, 225
230, 290
290, 230
231, 328
328, 231
232, 290
290, 232
232, 308
308, 232
232, 263
263, 232
232, 249
249, 232
233, 290
290, 233
233, 308
308, 233
233, 262
262, 233
233, 279
279, 233
234, 290
290, 234
234, 308
308, 234
234, 235
235, 234
234, 288
288, 234
235, 308
308, 235
235, 290
290, 235
235, 300
300, 235
235, 262
262, 235
235, 263
263, 235
235, 332
332, 235
236, 290
290, 236
236, 263
263, 236
238, 279
279, 238
240, 290
290, 240
241, 290
290, 241
242, 290
290, 242
242, 308
308, 242
242, 332
332, 242
242, 256
256, 242
247, 274
274, 247
247, 308
308, 247
247, 284
284, 247
247, 288
288, 247
247, 290
290, 247
247, 266
266, 247
247, 332
332, 247
248, 266
266, 248
248, 290
290, 248
249, 283
283, 249
250, 290
290, 250
250, 252
252, 250
252, 308
308, 252
252, 283
283, 252
252, 284
284, 252
252, 288
288, 252
252, 290
290, 252
252, 262
262, 252
255, 263
263, 255
256, 290
290, 256
256, 308
308, 256
256, 262
262, 256
256, 266
266, 256
256, 284
284, 256
256, 288
288, 256
257, 290
290, 257
257, 319
319, 257
259, 290
290, 259
262, 284
284, 262
262, 288
288, 262
262, 290
290, 262
262, 308
308, 262
262, 324
324, 262
262, 263
263, 262
262, 283
283, 262
263, 283
283, 263
263, 284
284, 263
263, 290
290, 263
263, 300
300, 263
263, 312
312, 263
263, 328
328, 263
263, 319
319, 263
263, 288
288, 263
263, 325
325, 263
263, 327
327, 263
263, 266
266, 263
263, 332
332, 263
263, 270
270, 263
266, 327
327, 266
266, 283
283, 266
266, 288
288, 266
266, 290
290, 266
266, 308
308, 266
266, 319
319, 266
266, 324
324, 266
266, 330
330, 266
270, 290
290, 270
270, 330
330, 270
270, 288
288, 270
271, 273
273, 271
272, 302
302, 272
273, 290
290, 273
274, 290
290, 274
279, 309
309, 279
279, 313
313, 279
279, 287
287, 279
279, 288
288, 279
279, 320
320, 279
283, 290
290, 283
283, 284
284, 283
283, 308
308, 283
283, 297
297, 283
283, 332
332, 283
284, 288
288, 284
284, 290
290, 284
284, 324
324, 284
284, 325
325, 284
288, 290
290, 288
288, 330
330, 288
288, 308
308, 288
288, 325
325, 288
288, 332
332, 288
290, 292
292, 290
290, 299
299, 290
290, 301
301, 290
290, 302
302, 290
290, 304
304, 290
290, 308
308, 290
290, 315
315, 290
290, 321
321, 290
290, 323
323, 290
290, 325
325, 290
290, 327
327, 290
290, 330
330, 290
290, 332
332, 290
290, 335
335, 290
292, 308
308, 292
297, 330
330, 297
297, 327
327, 297
300, 324
324, 300
302, 320
320, 302
307, 319
319, 307
308, 330
330, 308
308, 332
332, 308
323, 335
335, 323
324, 332
332, 324
325, 330
330, 325
337, 400
400, 337
341, 391
391, 341
341, 400
400, 341
344, 370
370, 344
344, 409
409, 344
347, 400
400, 347
350, 434
434, 350
350, 419
419, 350
350, 404
404, 350
350, 374
374, 350
350, 373
373, 350
350, 400
400, 350
351, 400
400, 351
352, 400
400, 352
358, 375
375, 358
358, 400
400, 358
367, 374
374, 367
368, 389
389, 368
368, 400
400, 368
373, 400
400, 373
374, 428
428, 374
374, 425
425, 374
374, 380
380, 374
374, 400
400, 374
376, 400
400, 376
377, 400
400, 377
379, 400
400, 379
389, 400
400, 389
390, 400
400, 390
391, 400
400, 391
400, 409
409, 400
400, 410
410, 400
400, 412
412, 400
400, 414
414, 400
400, 417
417, 400
400, 419
419, 400
400, 420
420, 400
400, 427
427, 400
400, 428
428, 400
400, 430
430, 400
400, 431
431, 400
400, 434
434, 400
400, 435
435, 400
436, 507
507, 436
437, 469
469, 437
438, 469
469, 438
438, 479
479, 438
447, 469
469, 447
447, 508
508, 447
447, 509
509, 447
447, 479
479, 447
447, 503
503, 447
447, 497
497, 447
447, 467
467, 447
448, 465
465, 448
449, 508
508, 449
449, 458
458, 449
449, 469
469, 449
450, 469
469, 450
450, 509
509, 450
452, 469
469, 452
453, 469
469, 453
453, 508
508, 453
453, 509
509, 453
453, 479
479, 453
453, 485
485, 453
453, 458
458, 453
453, 505
505, 453
459, 469
469, 459
460, 469
469, 460
463, 469
469, 463
465, 469
469, 465
465, 474
474, 465
465, 483
483, 465
466, 469
469, 466
467, 469
469, 467
467, 503
503, 467
467, 476
476, 467
467, 508
508, 467
469, 472
472, 469
469, 474
474, 469
469, 476
476, 469
469, 478
478, 469
469, 479
479, 469
469, 483
483, 469
469, 485
485, 469
469, 495
495, 469
469, 496
496, 469
469, 497
497, 469
469, 503
503, 469
469, 507
507, 469
469, 508
508, 469
469, 509
509, 469
469, 510
510, 469
469, 511
511, 469
470, 511
511, 470
474, 496
496, 474
476, 485
485, 476
476, 508
508, 476
476, 504
504, 476
479, 503
503, 479
479, 507
507, 479
479, 483
483, 479
485, 508
508, 485
496, 508
508, 496
503, 508
508, 503
505, 509
509, 505
507, 508
508, 507
508, 511
511, 508
510, 511
511, 510
515, 540
540, 515
551, 570
570, 551
551, 572
572, 551
551, 560
560, 551
551, 614
614, 551
553, 560
560, 553
554, 560
560, 554
554, 621
621, 554
555, 570
570, 555
555, 614
614, 555
556, 591
591, 556
556, 560
560, 556
556, 614
614, 556
560, 564
564, 560
560, 569
569, 560
560, 570
570, 560
560, 571
571, 560
560, 572
572, 560
560, 573
573, 560
560, 574
574, 560
560, 578
578, 560
560, 579
579, 560
560, 580
580, 560
560, 586
586, 560
560, 587
587, 560
560, 589
589, 560
560, 591
591, 560
560, 593
593, 560
560, 595
595, 560
560, 599
599, 560
560, 609
609, 560
560, 611
611, 560
560, 612
612, 560
560, 613
613, 560
560, 614
614, 560
560, 615
615, 560
560, 616
616, 560
560, 617
617, 560
560, 620
620, 560
560, 621
621, 560
560, 624
624, 560
560, 626
626, 560
560, 632
632, 560
560, 633
633, 560
565, 632
632, 565
570, 632
632, 570
570, 633
633, 570
570, 572
572, 570
570, 593
593, 570
570, 623
623, 570
570, 611
611, 570
570, 613
613, 570
571, 614
614, 571
577, 601
601, 577
579, 633
633, 579
579, 614
614, 579
580, 594
594, 580
589, 626
626, 589
589, 614
614, 589
591, 620
620, 591
591, 606
606, 591
591, 611
611, 591
603, 614
614, 603
605, 633
633, 605
605, 614
614, 605
606, 614
614, 606
609, 614
614, 609
614, 621
621, 614
614, 629
629, 614
614, 633
633, 614
623, 624
624, 623
634, 644
644, 634
634, 653
653, 634
634, 649
649, 634
635, 650
650, 635
635, 644
644, 635
637, 641
641, 637
637, 649
649, 637
638, 649
649, 638
639, 649
649, 639
644, 653
653, 644
644, 662
662, 644
649, 660
660, 649
674, 686
686, 674
680, 681
681, 680
681, 684
684, 681
687, 708
708, 687
688, 701
701, 688
689, 709
709, 689
691, 708
708, 691
692, 707
707, 692
692, 699
699, 692
696, 699
699, 696
699, 709
709, 699
699, 712
712, 699
699, 701
701, 699
699, 702
702, 699
701, 708
708, 701
706, 707
707, 706
718, 740
740, 718
718, 741
741, 718
722, 762
762, 722
722, 725
725, 722
723, 740
740, 723
724, 740
740, 724
725, 755
755, 725
726, 742
742, 726
730, 740
740, 730
736, 755
755, 736
736, 742
742, 736
740, 741
741, 740
740, 742
742, 740
740, 743
743, 740
740, 747
747, 740
740, 749
749, 740
740, 752
752, 740
740, 755
755, 740
740, 757
757, 740
740, 762
762, 740
740, 768
768, 740
741, 768
768, 741
744, 762
762, 744
747, 757
757, 747
749, 755
755, 749
752, 774
774, 752
755, 762
762, 755
755, 766
766, 755
755, 760
760, 755
755, 768
768, 755
755, 774
774, 755
760, 762
762, 760
762, 770
770, 762
762, 774
774, 762
779, 787
787, 779
780, 840
840, 780
783, 841
841, 783
783, 813
813, 783
783, 787
787, 783
783, 802
802, 783
783, 842
842, 783
783, 799
799, 783
783, 821
821, 783
783, 833
833, 783
783, 834
834, 783
783, 801
801, 783
787, 810
810, 787
797, 848
848, 797
798, 812
812, 798
799, 831
831, 799
799, 821
821, 799
810, 843
843, 810
810, 829
829, 810
810, 821
821, 810
812, 831
831, 812
813, 815
815, 813
813, 840
840, 813
813, 833
833, 813
813, 834
834, 813
821, 839
839, 821
821, 841
841, 821
821, 829
829, 821
821, 834
834, 821
829, 842
842, 829
831, 841
841, 831
840, 842
842, 840
853, 861
861, 853
857, 883
883, 857
868, 882
882, 868
868, 878
878, 868
869, 878
878, 869
871, 878
878, 871
884, 965
965, 884
885, 1036
1036, 885
886, 1176
1176, 886
886, 1096
1096, 886
886, 926
926, 886
887, 1096
1096, 887
888, 1146
1146, 888
889, 894
894, 889
889, 1096
1096, 889
891, 1029
1029, 891
891, 968
968, 891
891, 1146
1146, 891
891, 894
894, 891
893, 894
894, 893
893, 1146
1146, 893
894, 1016
1016, 894
894, 912
912, 894
894, 1099
1099, 894
894, 898
898, 894
894, 1027
1027, 894
894, 901
901, 894
894, 1155
1155, 894
894, 1037
1037, 894
894, 1081
1081, 894
894, 918
918, 894
894, 1049
1049, 894
894, 1058
1058, 894
894, 911
911, 894
894, 1189
1189, 894
894, 1154
1154, 894
894, 971
971, 894
894, 1086
1086, 894
894, 1074
1074, 894
894, 950
950, 894
894, 1151
1151, 894
894, 958
958, 894
894, 1091
1091, 894
894, 1220
1220, 894
894, 965
965, 894
894, 1222
1222, 894
894, 968
968, 894
894, 1097
1097, 894
894, 1187
1187, 894
894, 1227
1227, 894
894, 1176
1176, 894
894, 976
976, 894
894, 964
964, 894
894, 1110
1110, 894
894, 984
984, 894
894, 1115
1115, 894
894, 988
988, 894
894, 989
989, 894
894, 1121
1121, 894
894, 1096
1096, 894
894, 1010
1010, 894
894, 1139
1139, 894
897, 968
968, 897
898, 917
917, 898
899, 1196
1196, 899
899, 1066
1066, 899
901, 1190
1190, 901
909, 1066
1066, 909
911, 1057
1057, 911
916, 1146
1146, 916
918, 969
969, 918
920, 1146
1146, 920
922, 1110
1110, 922
925, 1146
1146, 925
926, 1096
1096, 926
926, 1110
1110, 926
926, 1203
1203, 926
928, 1015
1015, 928
933, 1066
1066, 933
936, 1205
1205, 936
936, 1146
1146, 936
936, 1131
1131, 936
945, 1096
1096, 945
960, 1110
1110, 960
960, 1065
1065, 960
960, 1121
1121, 960
968, 1124
1124, 968
968, 1049
1049, 968
968, 970
970, 968
968, 1035
1035, 968
970, 1096
1096, 970
972, 1095
1095, 972
972, 1096
1096, 972
972, 1106
1106, 972
974, 1015
1015, 974
977, 1146
1146, 977
978, 1096
1096, 978
979, 1071
1071, 979
979, 985
985, 979
979, 1146
1146, 979
984, 1096
1096, 984
984, 1034
1034, 984
984, 1176
1176, 984
985, 1205
1205, 985
987, 1140
1140, 987
990, 1034
1034, 990
991, 1077
1077, 991
991, 1066
1066, 991
995, 1146
1146, 995
996, 1021
1021, 996
1001, 1066
1066, 1001
1007, 1130
1130, 1007
1008, 1096
1096, 1008
1009, 1110
1110, 1009
1009, 1027
1027, 1009
1009, 1051
1051, 1009
1012, 1058
1058, 1012
1015, 1140
1140, 1015
1015, 1177
1177, 1015
1019, 1096
1096, 1019
1021, 1049
1049, 1021
1027, 1110
1110, 1027
1027, 1115
1115, 1027
1027, 1091
1091, 1027
1027, 1120
1120, 1027
1028, 1065
1065, 1028
1033, 1146
1146, 1033
1034, 1094
1094, 1034
1034, 1199
1199, 1034
1034, 1216
1216, 1034
1034, 1072
1072, 1034
1035, 1124
1124, 1035
1035, 1146
1146, 1035
1036, 1121
1121, 1036
1045, 1214
1214, 1045
1048, 1096
1096, 1048
1049, 1178
1178, 1049
1049, 1180
1180, 1049
1049, 1116
1116, 1049
1049, 1065
1065, 1049
1049, 1131
1131, 1049
1049, 1166
1166, 1049
1049, 1136
1136, 1049
1049, 1139
1139, 1049
1050, 1096
1096, 1050
1055, 1130
1130, 1055
1058, 1091
1091, 1058
1058, 1075
1075, 1058
1060, 1096
1096, 1060
1060, 1066
1066, 1060
1061, 1066
1066, 1061
1062, 1065
1065, 1062
1062, 1146
1146, 1062
1065, 1110
1110, 1065
1065, 1121
1121, 1065
1065, 1124
1124, 1065
1065, 1096
1096, 1065
1065, 1071
1071, 1065
1065, 1100
1100, 1065
1066, 1144
1144, 1066
1066, 1214
1214, 1066
1066, 1156
1156, 1066
1066, 1096
1096, 1066
1066, 1169
1169, 1066
1066, 1187
1187, 1066
1069, 1146
1146, 1069
1071, 1146
1146, 1071
1079, 1146
1146, 1079
1086, 1110
1110, 1086
1086, 1096
1096, 1086
1091, 1096
1096, 1091
1092, 1096
1096, 1092
1095, 1110
1110, 1095
1095, 1096
1096, 1095
1096, 1140
1140, 1096
1096, 1146
1146, 1096
1096, 1155
1155, 1096
1096, 1157
1157, 1096
1096, 1098
1098, 1096
1096, 1174
1174, 1096
1096, 1175
1175, 1096
1096, 1186
1186, 1096
1096, 1194
1194, 1096
1096, 1214
1214, 1096
1096, 1218
1218, 1096
1096, 1228
